id,full title,description,url
10138,Age-Adjusted D-dimer for Venous Thromboembolism (VTE),Adjusts D-dimer cutoffs by age to help rule out VTE.,http://www.mdcalc.com/calc/10138
10049,Age-Adjusted ESR/CRP for Rheumatoid Arthritis,Calculates age-adjusted ESR and CRP in adult patients with rheumatoid arthritis.,http://www.mdcalc.com/calc/10049
3801,AIMS65 Score for Upper GI Bleeding Mortality,Determines risk of in-hospital mortality from upper GI bleeding.,http://www.mdcalc.com/calc/3801
10018,AKIN Classification for Acute Kidney Injury (AKI),"Classifies severity of acute kidney injury, similar to RIFLE Criteria.",http://www.mdcalc.com/calc/10018
3164,Alberta Stroke Program Early CT Score (ASPECTS),Determines MCA stroke severity using available CT data.,http://www.mdcalc.com/calc/3164
10070,ALBI (Albumin-Bilirubin) Grade for Hepatocellular Carcinoma (HCC),Predicts survival in HCC patients.,http://www.mdcalc.com/calc/10070
3998,ALT-70 Score for Cellulitis,Predicts likelihood of lower extremity cellulitis over other diagnoses.,http://www.mdcalc.com/calc/3998
10343,Altitude-Adjusted PERC Rule,Rules out PE if no criteria are present; includes SaO2 adjustment for altitude.,http://www.mdcalc.com/calc/10343
617,Alvarado Score for Acute Appendicitis,Predicts likelihood of appendicitis diagnosis.,http://www.mdcalc.com/calc/617
4020,American Diabetes Association (ADA) Risk Calculator,Predicts risk of undiagnosed diabetes to determine who should be screened.,http://www.mdcalc.com/calc/4020
10439,American University of Beirut (AUB)-HAS2 Cardiovascular Risk Index,Stratifies cardiovascular risk of patients undergoing noncardiac surgery.,http://www.mdcalc.com/calc/10439
10462,American Urological Association Symptom Index (AUA-SI)/International Prostate Symptom Score (IPSS),Measures severity of benign prostatic hyperplasia (BPH) symptoms.,http://www.mdcalc.com/calc/10462
1669,Anion Gap,Evaluates states of metabolic acidosis.,http://www.mdcalc.com/calc/1669
10047,Ankylosing Spondylitis Disease Activity Score with CRP (ASDAS-CRP),"Stratifies severity of ankylosing spondylitis (AS) using clinical and laboratory data, specifically CRP.",http://www.mdcalc.com/calc/10047
10050,Ankylosing Spondylitis Disease Activity Score with ESR (ASDAS-ESR),"Stratifies severity of ankylosing spondylitis (AS) using clinical and laboratory data, specifically ESR.",http://www.mdcalc.com/calc/10050
4046,Antivenom Dosing Algorithm,"Doses antivenom (CroFab only, not Anavip) for pit viper snakebites.",http://www.mdcalc.com/calc/4046
4060,Aortic Dissection Detection Risk Score (ADD-RS),Rules out aortic dissection.,http://www.mdcalc.com/calc/4060
1868,APACHE II Score,Estimates ICU mortality.,http://www.mdcalc.com/calc/1868
10104,Apfel Score for Postoperative Nausea and Vomiting,Predicts risk of postoperative nausea and vomiting (PONV).,http://www.mdcalc.com/calc/10104
23,APGAR Score,Assesses neonates 1 and 5 minutes after birth.,http://www.mdcalc.com/calc/23
3984,Appendicitis Inflammatory Response (AIR) Score,Diagnoses appendicitis based on clinical and laboratory findings.,http://www.mdcalc.com/calc/3984
10022,ARISCAT Score for Postoperative Pulmonary Complications,"Predicts risk of pulmonary complications after surgery, including respiratory failure.",http://www.mdcalc.com/calc/10022
1741,Arterial Blood Gas (ABG) Analyzer,Interprets ABG.,http://www.mdcalc.com/calc/1741
10024,ASA Physical Status/ASA Classification,Classifies health of patients prior to surgery.,http://www.mdcalc.com/calc/10024
306,ASAS Criteria for Axial Spondyloarthritis (SpA),Classifies axial spondyloarthritis according to Assessment of Spondyloarthritis International Society (ASAS) criteria.,http://www.mdcalc.com/calc/306
10032,ASAS Criteria for Peripheral SpondyloArthritis (SpA),Classifies peripheral spondyloarthritis according to Assessment of SpondyloArthritis International Society (ASAS) criteria.,http://www.mdcalc.com/calc/10032
10036,ASCOD Algorithm for Ischemic Stroke,Assigns phenotype in patients with ischemic stroke of uncertain causes.,http://www.mdcalc.com/calc/10036
3398,ASCVD (Atherosclerotic Cardiovascular Disease) 2013 Risk Calculator from AHA/ACC,Determines 10-year risk of heart disease or stroke.,http://www.mdcalc.com/calc/3398
3400,ASCVD (Atherosclerotic Cardiovascular Disease) Risk Algorithm including Known ASCVD from AHA/ACC,Determines 10-year risk of heart disease or stroke and provides statin recommendations.,http://www.mdcalc.com/calc/3400
3094,AST to Platelet Ratio Index (APRI),Determines the likelihood of hepatic fibrosis and cirrhosis in patients with hepatitis C.,http://www.mdcalc.com/calc/3094
10495,Asthma Impairment and Risk Questionnaire (AIRQ),Measures asthma impairment and risk.,http://www.mdcalc.com/calc/10495
3381,Asthma Predictive Index (API),Determines likelihood of pediatric patients developing childhood asthma.,http://www.mdcalc.com/calc/3381
3967,ASTRAL Score for Ischemic Stroke,Predicts 90-day poor outcome in patients with acute ischemic stroke.,http://www.mdcalc.com/calc/3967
3929,Asymptomatic Myeloma Prognosis,Predicts risk of progression of asymptomatic (smoldering) multiple myeloma to active myeloma or amyloidosis.,http://www.mdcalc.com/calc/3929
10218,ATLAS Score for Clostridium Difficile Infection,Predicts response to therapy in patients with C. diff.,http://www.mdcalc.com/calc/10218
1718,ATRIA Bleeding Risk Score,Determines bleeding risk for patients on warfarin.,http://www.mdcalc.com/calc/1718
1842,ATRIA Stroke Risk Score,Determines stroke risk in patients with atrial fibrillation.,http://www.mdcalc.com/calc/1842
2664,Atropine Dosing for Cholinesterase Inhibitor Toxicity,"Doses atropine for cholinesterase inhibitor toxicity (prescribed drugs, nerve gas, insecticides).",http://www.mdcalc.com/calc/2664
2021,AUDIT-C for Alcohol Use,"Identifies at-risk drinkers (i.e., binge drinking) who may not be alcohol-dependent.",http://www.mdcalc.com/calc/2021
3931,Australian Type 2 Diabetes Risk (AUSDRISK) Assessment Tool,"Estimates risk of developing type 2 diabetes, mainly in Australian patients.",http://www.mdcalc.com/calc/3931
10090,AWOL Score for Delirium,Predicts risk of delirium during hospitalization.,http://www.mdcalc.com/calc/10090
3911,Bacterial Meningitis Score for Children,Rules out bacterial meningitis.,http://www.mdcalc.com/calc/3911
4019,BAP-65 Score for Acute Exacerbation of COPD,Predicts mortality in acute COPD exacerbation.,http://www.mdcalc.com/calc/4019
3825,Barcelona-Clinic Liver Cancer (BCLC) Staging Classification and Treatment Guidelines,Determines progression of disease and proper treatment course for patients with HCC.,http://www.mdcalc.com/calc/3825
10086,BARD Score for NAFLD Fibrosis,Predicts risk of advanced fibrosis in NAFLD patients.,http://www.mdcalc.com/calc/10086
1894,Barnes Jewish Hospital Stroke Dysphagia Screen,Assesses ability to swallow without aspiration after stroke.,http://www.mdcalc.com/calc/1894
3912,Barthel Index for Activities of Daily Living (ADL),"Assesses functional independence, generally in stroke patients.",http://www.mdcalc.com/calc/3912
25,Basal Energy Expenditure,Calculates daily energy expenditure.,http://www.mdcalc.com/calc/25
3993,Basic Statistics Calc,Calculates common epidemiologic values for diagnostic tests and treatments.,http://www.mdcalc.com/calc/3993
4030,Bastion Classification of Lower Limb Blast Injuries,Stratifies blast injuries of lower limbs to guide treatment.,http://www.mdcalc.com/calc/4030
10506,BeAM Value,Calculates the difference between bedtime and AM fasting glucoses.,http://www.mdcalc.com/calc/10506
3625,Behavioral Observational Pain Scale (BOPS) for Post-Op Pediatric Pain,Quantifies post-operative pain for children aged 1-7 years.,http://www.mdcalc.com/calc/3625
3622,Behavioral Pain Scale (BPS) for Pain Assessment in Intubated Patients,Quantifies pain in intubated patients.,http://www.mdcalc.com/calc/3622
10091,Benzodiazepine Conversion Calculator,Provides equivalents between different benzodiazepines.,http://www.mdcalc.com/calc/10091
10294,Berlin Criteria for Acute Respiratory Distress Syndrome,Provides diagnostic criteria for acute respiratory distress syndrome (ARDS).,http://www.mdcalc.com/calc/10294
27,Bicarbonate Deficit,Calculates the total body bicarbonate deficit.,http://www.mdcalc.com/calc/27
10053,Binet Staging System for Chronic Lymphocytic Leukemia (CLL),"Stages chronic lymphocytic leukemia, similar to Rai Staging System.",http://www.mdcalc.com/calc/10053
1735,BISAP Score for Pancreatitis Mortality,Predicts mortality risk in pancreatitis with fewer variables than Ranson's.,http://www.mdcalc.com/calc/1735
3320,Bishop Score for Vaginal Delivery and Induction of Labor,Predicts likelihood of successful vaginal delivery.,http://www.mdcalc.com/calc/3320
4028,Blast Lung Injury Severity Score,Stratifies primary blast lung injuries into three categories to guide ventilator treatment.,http://www.mdcalc.com/calc/4028
4065,Blood Volume Calculation,"Calculates total blood volume, red blood cell volume, and plasma volume.",http://www.mdcalc.com/calc/4065
3916,BODE Index for COPD Survival,Predicts survival in COPD patients.,http://www.mdcalc.com/calc/3916
10189,Body Fluid Balance Calculator by Inputs and Outputs,"Calculates fluid balance from sodium concentrations which indicate net 0.9% saline, and free water losses (GI, urine, etc) and gains (IV fluids, PO, etc).",http://www.mdcalc.com/calc/10189
29,Body Mass Index (BMI) and Body Surface Area (BSA),Calculates body mass index and body surface area.,http://www.mdcalc.com/calc/29
4004,Bova Score for Pulmonary Embolism Complications,Predicts 30-day risk of PE-related complications in hemodynamically stable patients.,http://www.mdcalc.com/calc/4004
10038,Braden Score for Pressure Ulcers,Identifies patients at risk for pressure ulcers.,http://www.mdcalc.com/calc/10038
10164,Brain Metastasis Velocity (BMV) Model,Calculates rate of distant brain failure after stereotactic radiosurgery for brain metastasis.,http://www.mdcalc.com/calc/10164
10286,Brescia-COVID Respiratory Severity Scale (BCRSS)/Algorithm,"Step-wise management approach to COVID-19 patients based on clinical severity as of June 2, 2020.",http://www.mdcalc.com/calc/10286
10525,Brief Addiction Monitor (BAM),Assesses substance use related behaviors.,http://www.mdcalc.com/calc/10525
10446,Brief Alcohol Withdrawal Scale (BAWS),Assesses alcohol withdrawal symptoms.,http://www.mdcalc.com/calc/10446
4016,Brief Resolved Unexplained Events (BRUE) Criteria for Infants,Classifies unexplained events and replaces the Apparent Life Threatening Events (ALTE) classification.,http://www.mdcalc.com/calc/4016
10400,Brief Resolved Unexplained Events 2.0 (BRUE 2.0) Criteria for Infants,"Classifies unexplained events, improves on the BRUE Criteria.",http://www.mdcalc.com/calc/10400
10017,Bristol Stool Form Scale,Classifies stool (correlates with intestinal transit time).,http://www.mdcalc.com/calc/10017
4045,Brugada Criteria for Ventricular Tachycardia,Distinguishes ventricular tachycardia from supraventricular tachycardia.,http://www.mdcalc.com/calc/4045
10501,BUN Creatinine Ratio,Measures renal function.,http://www.mdcalc.com/calc/10501
3816,Burch-Wartofsky Point Scale (BWPS) for Thyrotoxicosis,Predicts likelihood that biochemical thyrotoxicosis is thyroid storm.,http://www.mdcalc.com/calc/3816
10239,Bush-Francis Catatonia Rating Scale,Assesses severity of catatonia.,http://www.mdcalc.com/calc/10239
3937,BWH Egg Freezing Counseling Tool (EFCT),Predicts likelihood of live birth for elective egg freezing in women.,http://www.mdcalc.com/calc/3937
10529,C-Peptide to Glucose Ratio,Assesses beta cell secretory function in patients with diabetes/prediabetes.,http://www.mdcalc.com/calc/10529
1729,CAGE Questions for Alcohol Use,Screens for excessive drinking and alcoholism.,http://www.mdcalc.com/calc/1729
10297,CAHP (Cardiac Arrest Hospital Prognosis) Score,Predicts poor prognosis after out-of-hospital cardiac arrest and guides utility of cardiac catheterization.,http://www.mdcalc.com/calc/10297
31,Calcium Correction for Hypoalbuminemia,Calculates a corrected calcium level for patients with hypoalbuminemia.,http://www.mdcalc.com/calc/31
4001,Cambridge Diabetes Risk Score,Predicts risk of having previously undiagnosed type 2 diabetes.,http://www.mdcalc.com/calc/4001
10544,Canadian Association of Radiologists and Osteoporosis Canada (CAROC) System,Assesses 10-year absolute fracture risk.,http://www.mdcalc.com/calc/10544
696,Canadian C-Spine Rule,Clinically clears cervical spine fracture without imaging.,http://www.mdcalc.com/calc/696
10067,Canadian Cardiovascular Society (CCS) Angina Grade,Classifies severity of angina.,http://www.mdcalc.com/calc/10067
608,Canadian CT Head Injury/Trauma Rule,Clears head injury without imaging.,http://www.mdcalc.com/calc/608
10537,Canadian Diabetes Risk Assessment Questionnaire (CANRISK),Screens for undiagnosed type 2 diabetes mellitus and prediabetes.,http://www.mdcalc.com/calc/10537
3951,Canadian Syncope Risk Score,Predicts 30-day serious adverse events in patients presenting with syncope.,http://www.mdcalc.com/calc/3951
10421,Canadian Transient Ischemic Attack (TIA) Score,Identifies risk of stroke in the next 7 days in patients who experienced symptoms of TIA.,http://www.mdcalc.com/calc/10421
10424,Cancer and Aging Research Group Chemotherapy Toxicity Tool (CARG-TT),Estimates the risk of severe chemotherapy-related side effects (Grade 3 or greater toxicity) in older cancer patients.,http://www.mdcalc.com/calc/10424
3970,Caprini Score for Venous Thromboembolism (2005),Stratifies risk of VTE in surgical patients.,http://www.mdcalc.com/calc/3970
3903,Cardiac Anesthesia Risk Evaluation Score (CARE),Predicts mortality and morbidity after cardiac surgery.,http://www.mdcalc.com/calc/3903
10095,Cardiac Output (Fick’s Formula),"Calculates cardiac output, cardiac index, and stroke volume.",http://www.mdcalc.com/calc/10095
10494,Cardiac Power Output (CPO),Calculates rate of energy output of the heart.,http://www.mdcalc.com/calc/10494
10029,CART (Cardiac Arrest Risk Triage) Score,Predicts risk of in-hospital cardiac arrest.,http://www.mdcalc.com/calc/10029
10039,CASPAR Criteria for Psoriatic Arthritis,Provides criteria for psoriatic arthritis diagnosis.,http://www.mdcalc.com/calc/10039
3954,CATCH (Canadian Assessment of Tomography for Childhood Head injury) Rule,Predicts clinically significant head injuries in children.,http://www.mdcalc.com/calc/3954
3142,CEDOCS Score for Emergency Department Overcrowding,Estimates severity of overcrowding in community emergency departments.,http://www.mdcalc.com/calc/3142
104,Centor Score (Modified/McIsaac) for Strep Pharyngitis,"Estimates probability that pharyngitis is streptococcal, and suggests management course.",http://www.mdcalc.com/calc/104
10488,Central Nervous System International Prognostic Index (CNS-IPI),Predicts relapse in the CNS in patients with diffuse large B-cell lymphoma (DLBCL).,http://www.mdcalc.com/calc/10488
3985,Cerebral Perfusion Pressure,Calculates blood flow to the brain.,http://www.mdcalc.com/calc/3985
801,CHA<sub>2</sub>DS<sub>2</sub>-VASc Score for Atrial Fibrillation Stroke Risk,"Calculates stroke risk for patients with atrial fibrillation, possibly better than the CHADS₂ Score.",http://www.mdcalc.com/calc/801
10479,CHADS-65 (Canadian Society of Cardiology Guideline),Guides antithrombotic therapy for patients with nonvalvular atrial fibrillation or atrial flutter.,http://www.mdcalc.com/calc/10479
40,CHADS<sub>2</sub> Score for Atrial Fibrillation Stroke Risk,Estimates stroke risk in patients with atrial fibrillation.,http://www.mdcalc.com/calc/40
3953,CHALICE (Children's Head injury ALgorithm for the prediction of Important Clinical Events) Rule,"Predicts death, need for neurosurgical intervention or CT abnormality in children with head trauma.",http://www.mdcalc.com/calc/3953
3917,Charlson Comorbidity Index (CCI),Predicts 10-year survival in patients with multiple comorbidities.,http://www.mdcalc.com/calc/3917
10425,Chemotherapy Risk Assessment Scale for High-Age Patients (CRASH) Score,Assesses the individual risk of severe toxicity from chemotherapy in older patients.,http://www.mdcalc.com/calc/10425
340,Child-Pugh Score for Cirrhosis Mortality,Estimates cirrhosis severity.,http://www.mdcalc.com/calc/340
3623,Children's Hospital of Eastern Ontario Pain Scale (CHEOPS) for Post-Op Pediatric Pain,Quantifies pain post-operatively in pediatric patients 1-5 years old.,http://www.mdcalc.com/calc/3623
3952,CHIP (CT in Head Injury Patients) Prediction Rule,Predicts intracranial traumatic CT findings in patients with minor head trauma.,http://www.mdcalc.com/calc/3952
10030,CholeS Score for Duration of Laparoscopic Cholecystectomy,Predicts operative time of laparoscopic cholecystectomy.,http://www.mdcalc.com/calc/10030
4009,Cincinnati Prehospital Stroke Severity Scale (CP-SSS),Predicts large vessel occlusion (LVO) and severe stroke in patients with stroke symptoms.,http://www.mdcalc.com/calc/4009
1736,CIWA-Ar for Alcohol Withdrawal,The CIWA-Ar objectifies severity of alcohol withdrawal.,http://www.mdcalc.com/calc/1736
2202,CKD Prediction in HIV+ Patients,"Determines probability of HIV patients developing CKD in the next 5 years, if they take tenofivir or not.",http://www.mdcalc.com/calc/2202
3939,CKD-EPI Equations for Glomerular Filtration Rate (GFR),"Estimates GFR based on serum creatinine, serum cystatin C, or both.",http://www.mdcalc.com/calc/3939
10240,CLIF-C ACLF (Acute-on-Chronic Liver Failure),Predicts mortality in acute-on-chronic liver failure.,http://www.mdcalc.com/calc/10240
10160,Clinical Dementia Rating (CDR) Scale,"Stages dementia, including Alzheimer's, in elderly patients.",http://www.mdcalc.com/calc/10160
2177,Clinical Disease Activity Index (CDAI) for Rheumatoid Arthritis,Determines severity of rheumatoid arthritis using only clinical data.,http://www.mdcalc.com/calc/2177
3997,Clinical Index of Stable Febrile Neutropenia (CISNE),Identifies febrile neutropenia patients at low risk of serious complications.,http://www.mdcalc.com/calc/3997
3278,Clinical Pulmonary Infection Score (CPIS) for Ventilator-Associated Pneumonia (VAP),Assists in diagnosing ventilator-associated pneumonia by predicting benefit of pulmonary cultures.,http://www.mdcalc.com/calc/3278
10061,Color Vision Screening (Ishihara Test),Assess for red-green color blindness.,http://www.mdcalc.com/calc/10061
10169,Columbia Suicide Severity Rating Scale (C-SSRS Screener),Screens for suicidal ideation and behavior.,http://www.mdcalc.com/calc/10169
10547,Common Terminology Criteria for Adverse Events (CTCAE) ,Describes the severity of adverse hematologic and lymphatic events from cancer treatment.,http://www.mdcalc.com/calc/10547
1870,Confusion Assessment Method for the ICU (CAM-ICU),Establishes ability to detect delirium in high risk settings.,http://www.mdcalc.com/calc/1870
10161,COPD Assessment Test (CAT),Quantifies impact of COPD symptoms on patients' overall health.,http://www.mdcalc.com/calc/10161
10172,Cornell Assessment of Pediatric Delirium (CAPD),Screens for pediatric delirium.,http://www.mdcalc.com/calc/10172
10306,Coronavirus Anxiety Scale (CAS),Assesses dysfunctional anxiety associated with the COVID-19 crisis.,http://www.mdcalc.com/calc/10306
4034,Corrected Count Increment (CCI) for Platelet Transfusion,Assesses adequacy of response to platelet transfusion.,http://www.mdcalc.com/calc/4034
48,Corrected QT Interval (QTc),"Corrects the QT interval for heart rate extremes (choose from Bazett, Fridericia, Framingham, Hodges, or Rautaharju formulas).",http://www.mdcalc.com/calc/48
10354,COVID Home Safely Now (CHOSEN) Risk Score for COVID-19,Predicts suitability for discharge in COVID-19 patients.,http://www.mdcalc.com/calc/10354
10371,COVID-19 Inpatient Risk Calculator (CIRC),Predicts likelihood of inpatient mortality or severe disease progression in COVID patients.,http://www.mdcalc.com/calc/10371
10303,COVID-GRAM Critical Illness Risk Score,Predicts risk of critical illness in hospitalized COVID-19 patients.,http://www.mdcalc.com/calc/10303
1985,COWS Score for Opiate Withdrawal,Quantifies severity of opiate withdrawal.,http://www.mdcalc.com/calc/1985
43,Creatinine Clearance (Cockcroft-Gault Equation),Calculates CrCl according to the Cockcroft-Gault equation.,http://www.mdcalc.com/calc/43
2144,Critical Care Pain Observation Tool (CPOT),Rates critically ill patients&rsquo; pain based on clinical observation.,http://www.mdcalc.com/calc/2144
3318,Crohn's Disease Activity Index (CDAI),Determines the current severity of Crohn's disease.,http://www.mdcalc.com/calc/3318
1784,CRUSADE Score for Post-MI Bleeding Risk,Stratifies bleeding risk after NSTEMI.,http://www.mdcalc.com/calc/1784
10005,Cryoprecipitate Dosing for Fibrinogen Replacement,Estimates volume of cryoprecipitate recommended for fibrinogen replacement.,http://www.mdcalc.com/calc/10005
10300,CSHA Clinical Frailty Scale (CFS),Measures frailty to predict survival.,http://www.mdcalc.com/calc/10300
10088,Cumulative Illness Rating Scale-Geriatric (CIRS-G),Quantifies burden of disease in elderly patients (comorbidity scale).,http://www.mdcalc.com/calc/10088
324,CURB-65 Score for Pneumonia Severity,Estimates mortality of community-acquired pneumonia to help determine inpatient vs. outpatient treatment.,http://www.mdcalc.com/calc/324
10428,Current Opioid Misuse Measure (COMM),Identifies potential medication misuse in patients who are on long-term opioid therapy.,http://www.mdcalc.com/calc/10428
10041,Cytokine Release Syndrome (CRS) Grading,Assesses severity of CRS in patients on immunotherapy.,http://www.mdcalc.com/calc/10041
2049,D'Amico Risk Classification for Prostate Cancer,Assesses 5 year risk of treatment failure based on clinical factors.,http://www.mdcalc.com/calc/2049
10098,Danger Assessment Tool for Domestic Abuse,Predicts risk of death by an intimate partner (IP) in a violent intimate relationship.,http://www.mdcalc.com/calc/10098
2011,DASH Prediction Score for Recurrent VTE,Predicts likelihood of recurrence of first VTE.,http://www.mdcalc.com/calc/2011
4018,DECAF Score for Acute Exacerbation of COPD,Predicts in-hospital mortality in acute COPD exacerbation.,http://www.mdcalc.com/calc/4018
10046,Denver HIV Risk Score,Predicts probability of undiagnosed HIV infection.,http://www.mdcalc.com/calc/10046
10523,Diabetes Distress Scale (DDS17),Evaluates diabetes-related emotional distress.,http://www.mdcalc.com/calc/10523
4003,Diabetic Ketoacidosis Mortality Prediction Model (DKA MPM) Score,Predicts in-hospital mortality in DKA.,http://www.mdcalc.com/calc/4003
4036,DigiFab (Digibind) Dosing for Digoxin Poisoning,Doses DigiFab in patients with confirmed digoxin poisoning or overdose.,http://www.mdcalc.com/calc/4036
10066,DIPSS (Dynamic International Prognostic Scoring System) for Myelofibrosis,Estimates survival in patients with primary myelofibrosis.,http://www.mdcalc.com/calc/10066
10035,DIRE Score for Opioid Treatment,Predicts compliance with opioid treatment for chronic noncancer pain.,http://www.mdcalc.com/calc/10035
2193,Disease Activity Score-28 for Rheumatoid Arthritis with CRP (DAS28-CRP),"Describes severity of rheumatoid arthritis using clinical and laboratory data, specifically CRP.",http://www.mdcalc.com/calc/2193
2176,Disease Activity Score-28 for Rheumatoid Arthritis with ESR (DAS28-ESR),"Describes severity of rheumatoid arthritis using clinical and laboratory data, specifically ESR.",http://www.mdcalc.com/calc/2176
2199,Disease Steps for Multiple Sclerosis,Evaluates MS disease progression based on patient&rsquo;s ambulatory ability.,http://www.mdcalc.com/calc/2199
10012,Donor Lymphocyte Infusion (DLI) Volume,Estimates volume of whole blood to process by apheresis to yield an appropriate DLI dosage.,http://www.mdcalc.com/calc/10012
1892,DRAGON Score for Post-TPA Stroke Outcome,Predicts 3 month outcome in ischemic stroke patients receiving TPA.,http://www.mdcalc.com/calc/1892
10526,Drug Abuse Screening Test-10 (DAST-10),Assesses illicit drug use in the past year.,http://www.mdcalc.com/calc/10526
4050,Drug Resistance in Pneumonia (DRIP) Score,Predicts risk for community-acquired pneumonia due to drug-resistant pathogens.,http://www.mdcalc.com/calc/4050
10153,DSM-5 Criteria for Binge Eating Disorder,Diagnostic criteria for binge eating disorder (BED).,http://www.mdcalc.com/calc/10153
10196,DSM-5 Criteria for Bipolar Disorder,Diagnostic criteria for bipolar disorder (BPD).,http://www.mdcalc.com/calc/10196
10195,DSM-5 Criteria for Major Depressive Disorder,Diagnostic criteria for major depressive disorder (MDD).,http://www.mdcalc.com/calc/10195
